J0536-7543 05:36:30.79 8 -75:43:56.7 2 287.16 -30.82 1.24585559629 5 0.565 3 48409.000 17.5 5 28 2 1.04 75 0 13 0 0000004010 mol2,pks70
J0537-6910 05:37:47.6 1 -69:10:20 1 279.56 -31.74 0.016114712 1 51.24 3 50368.5 * 0 * 0 49.4 * 0 * 0 0000400000 misc
J0538+2817 05:38:25.0604 15 +28:17:9.1 3 179.72 -1.69 0.1431583692470 3 3.66984 4 51434.0 39.86 5 * 0 1.77 * 0 3.3 2 0000020000 ar4
J0540-6919 05:40:11.22 13 -69:19:54.98 70 279.72 -31.52 0.050354093769 11 479.066 18 47700.0 146 4 * 0 49.4 * 0 * 0 0000400000 misc
J0540-7125 05:40:30.8 3 -71:25:31.4 5 282.15 -31.24 1.286014595 3 0.82 8 49527.170000 29.41 7 43 15 2.69 5 0 * 0 0000004000 pks70
J0543+2329 05:43:09.650 3 +23:29:06.14 4 184.36 -3.32 0.2459747688901 19 15.4227 19 48892.0 77.7115 17 8.7 7 3.54 29 1 9 1 0000020022 jb1,gb1,ar4
J0600-5756 06:00:46.5 3 -57:56:54 3 266.49 -29.34 2.261364513 3 2.78 9 43557.3604 30 8 * 0 2.55 2.1 0 * 0 0000004010 mol2,pks70
J0601-0527 06:01:58.9821 13 -05:27:50.56 5 212.20 -13.48 0.3959691695432 5 1.3021 5 49379.0 80.538 5 67 5 +7.54 22.7 9 2.5 1 0000004010 mol2,pks70
J0611+30 06:11:16 23 +30:16 5 181.62 5.50 1.412090 3 0 0 * 73 5 * 0 3.55 1.4 0 * 0 0000400000 misc
J0612+3721 06:12:48.6868 14 +37:21:37.35 8 175.45 9.09 0.29798232657184 18 0.0594681 18 49679.0 27.135 4 * 0 1.49 16 1 4 2 0000000200 gb3
J0613-0200 06:13:43.97336 2 -02:00:47.0970 7 210.41 -9.30 0.00306184403674401 5 9.572e-06 5 50315.00 38.7792 1 * 0 2.19 21 0 2.2 1 0000004000 pks70
J0614+2229 06:14:17.12 3 +22:30:21 15 188.79 2.40 0.33495996611 16 59.4494 12 49674.0 96.91 6 67.0 7 4.74 29 1 2.2 1 0000000222 jb1,gb1,gb3
J0621+1002 06:21:22.11108 3 +10:02:38.741 2 200.57 -2.01 0.028853860730049 1 4.732e-05 2 50944.0 36.6010 6 * 0 1.88 * 0 * 0 0000400000 misc
J0624-0424 06:24:20.028 3 -04:24:50.45 10 213.79 -8.04 1.0390764758510 15 0.830442 12 49876.0 70.835 11 42 7 4.28 4.9 5 2 1 0000004050 mol2,gb2,pks70
J0625+10 06:25:45 16 +10:16 5 200.88 -0.96 0.498397 3 0 0 * 78 15 * 0 3.36 * 0 * 0 0000020000 ar4
J0629+2415 06:29:05.719 4 +24:15:41.65 6 188.82 6.22 0.476622836038 4 1.99573 3 49438.0 84.195 4 82 4 4.67 31 2 3.2 4 0000000220 gb1,gb3
J0630-2834 06:30:49.478 5 -28:34:43.13 8 236.95 -16.76 1.24441859615 8 7.1229 3 46603.0 34.468 17 46.19 9 2.15 206 22 23 6 0001004011 mol1,mol2,pks70,phmb
J0631+1036 06:31:27.540 6 +10:37:2.3 4 201.22 0.45 0.287772559551 11 104.684 3 51711.0 125.5 4 * 0 6.55 1.5 0 0.8 0 0000400000 misc
J0633+1746 06:33:54.02 4 +17:46:11.5 5 195.13 4.27 0.237093230014 14 10.9749 14 43946.0 * 0 * 0 0.16 * 0 * 0 0000400000 misc
